Settings,,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off,default,emphasis_cpsolver,emphasis_easycip,emphasis_feasibility,emphasis_hardlp,emphasis_optimality,heuristics_aggressive,heuristics_fast,heuristics_off,presolving_aggressive,presolving_fast,presolving_off,separating_aggressive,separating_fast,separating_off
,,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
ProblemName,Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATS-d_regions-goods200-bids1000_0975,1,28.0,600.0,19.28,19.35,49.1,169.05,29.03,17.26,17.98,20.36,17.52,31.78,27.82,28.12,23.35,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0975,2,27.77,600.0,19.48,20.21,55.86,169.73,28.77,17.09,18.1,19.58,17.38,27.09,28.82,27.78,24.98,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0975,3,26.86,600.0,19.27,19.58,44.39,157.69,27.61,17.19,17.96,19.56,17.22,26.23,27.81,27.58,25.27,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0975,4,27.06,600.0,18.81,19.93,55.31,169.31,29.34,17.38,17.91,19.57,17.51,30.01,31.67,27.65,22.18,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0976,0,29.23,600.0,30.82,79.06,121.81,272.52,39.9,42.86,36.26,32.59,30.49,61.49,48.4,29.93,50.07,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0976,1,31.36,600.0,31.93,55.77,147.84,276.26,39.06,40.65,36.04,31.47,31.43,56.25,36.5,31.68,51.69,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0976,2,29.11,600.0,31.98,79.77,138.72,260.89,34.78,40.63,33.0,30.62,30.49,56.23,46.37,29.25,52.7,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0976,3,29.94,600.0,32.65,73.42,118.46,275.18,38.83,43.76,35.85,30.55,29.27,56.47,59.61,30.74,48.79,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0976,4,29.59,600.0,30.81,66.35,116.27,270.27,40.62,44.36,35.99,29.31,30.68,56.08,44.87,30.38,48.86,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0977,0,79.95,600.0,68.48,188.19,421.52,416.83,159.47,79.23,83.85,70.98,74.4,80.87,105.92,78.68,89.8,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0977,1,77.85,600.0,68.32,114.25,417.44,415.99,103.09,76.68,83.78,71.04,68.7,82.02,111.49,78.83,78.21,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0977,2,78.77,600.0,75.27,148.0,419.17,420.22,154.15,77.99,90.67,70.89,70.5,81.89,102.12,78.25,83.14,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0977,3,89.55,600.0,74.46,133.78,419.96,417.02,112.82,70.11,84.49,71.3,69.71,81.38,88.69,89.33,84.6,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0977,4,72.53,600.0,74.73,115.43,493.99,416.35,117.61,64.8,73.48,74.36,75.61,81.56,101.38,73.75,101.29,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0978,0,21.15,600.0,24.07,26.66,42.66,224.45,22.17,26.71,24.62,21.6,32.0,29.45,43.29,21.8,20.48,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0978,1,24.26,600.0,32.65,24.81,42.71,225.28,26.37,22.57,24.99,21.64,23.01,22.38,44.95,24.63,24.52,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0978,2,20.96,600.0,22.21,23.91,42.79,223.54,21.72,26.69,24.45,21.62,22.67,29.35,42.23,21.11,20.47,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0978,3,21.84,600.0,27.06,27.18,43.04,224.57,22.75,26.28,25.09,21.46,22.54,23.09,38.88,22.05,21.11,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0978,4,24.86,600.0,24.89,27.83,57.8,224.77,26.45,27.61,24.63,21.61,22.45,23.83,38.63,24.78,20.57,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0979,0,23.37,600.0,12.61,21.92,23.35,61.01,24.43,12.61,12.51,20.32,13.67,16.22,27.07,23.38,18.81,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0979,1,20.13,600.0,12.66,22.96,23.42,61.49,20.19,12.63,12.5,19.44,13.86,17.53,27.39,19.75,18.18,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0979,2,23.2,600.0,12.7,21.97,23.58,63.48,35.31,12.67,12.45,19.75,13.85,19.06,26.38,23.21,17.09,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0979,3,20.61,600.0,12.6,21.95,23.42,61.56,21.25,12.66,12.45,19.13,13.38,24.59,27.45,20.51,17.67,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0979,4,20.17,600.0,12.66,32.58,23.53,61.91,20.68,12.57,12.5,19.75,13.67,19.18,24.99,20.17,17.48,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0980,0,35.6,600.0,31.91,47.13,50.49,222.76,46.26,29.97,28.92,32.14,37.75,58.36,47.93,36.43,39.13,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0980,1,38.81,600.0,32.41,47.86,49.79,224.66,47.39,32.11,28.85,34.49,39.25,49.29,48.54,38.75,45.14,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0980,2,36.81,600.0,32.07,50.45,49.22,222.88,62.22,32.22,33.42,32.33,37.7,49.42,47.86,36.47,48.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0980,3,36.63,600.0,29.51,50.77,49.49,223.52,40.38,32.1,33.53,32.23,37.71,49.32,49.13,36.85,48.92,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0980,4,36.19,600.0,30.26,49.64,56.08,228.02,65.89,27.69,33.44,32.06,38.26,50.17,50.1,36.76,49.25,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0981,0,23.22,600.0,17.04,17.49,36.58,66.86,34.2,15.49,19.21,18.77,17.15,22.84,24.66,23.11,22.49,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0981,1,22.89,600.0,17.07,19.83,41.0,66.13,22.41,15.45,19.18,18.79,16.78,21.85,26.35,23.46,20.82,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0981,2,22.88,600.0,17.06,18.26,49.64,65.71,23.51,15.47,19.2,18.59,16.93,22.55,26.72,22.96,21.49,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0981,3,23.21,600.0,17.02,19.8,31.34,67.21,23.18,15.42,19.32,19.4,16.65,20.25,25.34,23.11,21.66,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0981,4,23.12,600.0,17.05,18.36,50.74,66.07,23.32,15.48,19.26,18.78,16.79,21.45,24.59,23.41,21.95,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0982,0,34.43,600.0,29.8,40.66,101.26,235.97,65.15,27.77,27.43,24.6,26.2,41.34,35.89,35.44,33.32,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0982,1,33.38,600.0,29.92,39.72,109.26,236.81,43.1,26.4,27.65,25.32,25.6,41.52,35.19,34.73,32.79,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0982,2,36.2,600.0,27.73,42.98,93.78,235.66,45.01,28.76,27.05,24.54,27.64,44.14,34.12,35.91,33.57,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0982,3,35.36,600.0,30.94,39.72,87.92,234.33,45.31,27.99,27.45,23.49,29.65,44.68,33.6,35.17,32.99,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
CATS-d_regions-goods200-bids1000_0982,4,36.3,600.0,27.38,42.76,95.5,238.84,47.33,26.84,27.58,25.19,26.55,40.75,31.18,36.17,35.66,solved_not_verified,better,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified,solved_not_verified
